1346.96,97.419,860.78,172.67,12.5699,96.7501
1344.28,95.238,859.196,172.671,12.5697,96.7501
1341.6,93.0568,857.616,172.671,12.5698,96.7503
1338.93,90.8756,856.041,172.671,12.5702,96.7502
1336.25,88.6946,854.454,172.67,12.5698,96.7501
1333.57,86.5139,852.876,172.67,12.57,96.7501
1330.9,84.3327,851.298,172.67,12.5702,96.7501
1328.22,82.1519,849.714,172.67,12.5699,96.7501
1325.54,79.971,848.129,172.67,12.5698,96.7502
1322.86,77.7901,846.553,172.671,12.5701,96.75
1320.19,75.609,844.967,172.671,12.5698,96.7501
1317.51,73.4285,843.391,172.671,12.5701,96.7503
1314.83,71.247,841.807,172.671,12.5699,96.7501
1312.16,69.0659,840.229,172.67,12.5701,96.7501
1309.48,66.8844,838.644,172.67,12.5697,96.7502
1306.8,64.7039,837.057,172.671,12.5694,96.7503
1304.12,62.5233,835.472,172.671,12.5693,96.7505
1301.44,60.3423,833.895,172.671,12.5695,96.7502
1298.77,58.1615,832.32,172.671,12.5699,96.7504
1296.09,55.9801,830.739,172.671,12.5699,96.7505
1293.41,53.7993,829.159,172.671,12.57,96.7502
1290.74,51.6181,827.58,172.671,12.5701,96.7505
1288.06,49.4369,825.996,172.671,12.57,96.7506
1285.38,47.2563,824.411,172.671,12.5696,96.7502
1282.7,45.075,822.83,172.672,12.5698,96.7507
1280.03,42.8943,821.252,172.67,12.5698,96.75
1277.35,40.7131,819.673,172.671,12.5701,96.7504
1274.67,38.5324,818.093,172.671,12.5701,96.7502
1272,36.3511,816.516,172.671,12.5706,96.7505
1269.32,34.1707,814.929,172.67,12.57,96.7501
1266.64,31.9898,813.345,172.671,12.57,96.7506
1263.96,29.8089,811.766,172.672,12.5701,96.7509
1261.29,27.6277,810.19,172.67,12.5701,96.7499
1258.61,25.4465,808.605,172.671,12.57,96.7503
1255.93,23.2655,807.022,172.671,12.5699,96.7504
1253.25,21.085,805.449,172.671,12.5704,96.75
1250.57,18.9042,803.862,172.671,12.5701,96.7506
1247.9,16.7233,802.275,172.671,12.5697,96.7501
1245.22,14.5418,800.699,172.671,12.5701,96.7502
1242.55,12.3604,799.121,172.671,12.5704,96.7503
1239.87,10.1798,797.535,172.671,12.5701,96.7501
1237.19,7.9989,795.958,172.671,12.5702,96.7501
1234.52,5.8175,794.375,172.67,12.5701,96.7501
1231.84,3.6365,792.794,172.671,12.5701,96.7502
1229.16,1.4558,791.211,172.671,12.57,96.7502
1226.48,-0.7247,789.634,172.671,12.5701,96.7503
1223.8,-2.9054,788.045,172.671,12.5696,96.75
1221.13,-5.0866,786.46,172.67,12.5693,96.7499
1218.45,-7.2674,784.886,172.671,12.5701,96.7506
1215.78,-9.4499,783.308,172.67,12.5702,96.7501
