1519.06,-101.279,666.962,107.211,6.49,104.119
1518.21,-99.4616,667.22,107.21,6.4899,104.118
1517.36,-97.64,667.469,107.209,6.4897,104.117
1516.51,-95.8228,667.707,107.209,6.4895,104.119
1515.66,-93.9941,667.967,107.21,6.4902,104.118
1514.81,-92.1744,668.199,107.21,6.4891,104.119
1513.96,-90.3582,668.453,107.208,6.4888,104.119
1513.11,-88.53,668.71,107.21,6.4904,104.117
1512.25,-86.7132,668.946,107.209,6.4894,104.118
1511.4,-84.8871,669.197,107.21,6.49,104.118
1510.56,-83.075,669.448,107.208,6.4892,104.117
1509.7,-81.2505,669.698,107.208,6.4883,104.117
1508.85,-79.4212,669.938,107.21,6.4898,104.118
1507.99,-77.5994,670.182,107.21,6.4897,104.118
1507.14,-75.7827,670.44,107.21,6.4898,104.119
1506.29,-73.964,670.676,107.209,6.4896,104.119
1505.44,-72.138,670.934,107.209,6.4894,104.117
1504.59,-70.3146,671.172,107.21,6.49,104.119
1503.74,-68.5037,671.426,107.207,6.4891,104.118
1502.89,-66.6794,671.682,107.208,6.4886,104.117
1502.04,-64.854,671.921,107.209,6.4887,104.119
1501.19,-63.0266,672.174,107.21,6.4901,104.118
1500.33,-61.2119,672.414,107.209,6.4888,104.119
1499.48,-59.3891,672.665,107.209,6.4896,104.118
1498.63,-57.565,672.917,107.209,6.4896,104.118
1497.78,-55.7391,673.151,107.211,6.4901,104.119
1496.93,-53.9306,673.406,107.207,6.4889,104.118
1496.08,-52.1046,673.658,107.208,6.4886,104.118
1495.23,-50.2771,673.907,107.21,6.4895,104.118
1494.37,-48.4564,674.152,107.21,6.4902,104.118
1493.52,-46.6429,674.395,107.208,6.4891,104.119
1492.67,-44.8136,674.647,107.21,6.4895,104.118
1491.82,-42.9904,674.894,107.21,6.4896,104.119
1490.97,-41.1696,675.137,107.21,6.4897,104.119
1490.12,-39.353,675.394,107.209,6.4896,104.119
1489.26,-37.5252,675.636,107.21,6.4895,104.118
1488.41,-35.7018,675.881,107.211,6.4905,104.12
1487.56,-33.8879,676.139,107.209,6.4896,104.117
1486.71,-32.0677,676.379,107.209,6.4885,104.119
1485.86,-30.2374,676.631,107.21,6.4902,104.118
1485.01,-28.421,676.876,107.209,6.4898,104.118
1484.16,-26.6029,677.125,107.209,6.4891,104.119
1483.3,-24.7777,677.366,107.21,6.49,104.119
1482.45,-22.957,677.62,107.209,6.4892,104.118
1481.6,-21.1417,677.867,107.207,6.4878,104.117
1480.75,-19.3131,678.109,107.21,6.4901,104.119
1479.9,-17.493,678.363,107.209,6.49,104.118
1479.05,-15.6742,678.61,107.208,6.4888,104.118
1478.2,-13.848,678.866,107.209,6.4893,104.118
1477.34,-12.0256,679.103,107.21,6.4896,104.119
